author,comment,"Labeling (1=Pro 2=Kontra, 3=Netral)",likeCount,replyCount,publishedAt,cleaning
@bangzaychanel8845,Cuman kadrun2 yg menolak keras 😂😂😂msalah pmbamgunan IKN.,3,0,0,2023-07-09T05:31:47Z,Cuman kadrun yang menolak keras masalah pembangunan IKN
@anwarharahap8206,Kalo niat gak setengah setengah dan prinsip matang . Pasti terjadi dan tidak setengah jalan gak dilanjutin,1,0,0,2023-07-09T01:32:56Z,Kalau niat tidak setengah setengah dan prinsip matang  Pasti terjadi dan tidak setengah jalan tidak dilanjutin
@amendaindriyani8378,kak bahas ekonomi jakarta setelah berubah ga jadi ibukota lagi dong 🙏🏼,3,0,0,2023-07-08T16:12:17Z,kak bahas ekonomi jakarta setelah berubah tidak jadi ibukota lagi dong
@ibrahimabdullah7037,"Secepatnya pindah ke Kalimantan karena Kalimantan lebih netral..kami suku Jawa capek di fitnah orang2 yang tidak bisa membedakan mana pemerintah,mana pulau Jawa dan mana suku Jawa..klo ngomongin soal pelanggaran HAM dari pemerintah dulu kami di Jawa paling banyak korban nyawa dan harta.. ngomongin penyumbang APBN terbesar kami di Jawa penghasil pajak terbesar.. ngomongin infrastruktur sejak jaman Belanda Jawa sudah ada infrastruktur..dan asal tahu Jakarta itu memang di tanah Jawa tapi bukan daerah bersuku Jawa Jakarta dipilih menjadi ibukota karena memang sejak Belanda yang bernama Batavia.. karena Belanda memfokuskan militer ingin menguasai seluruh kekuatan di pulau Jawa dia tidak bisa mendirikan ibu kota di Jawa tengah karena akan diserang kerajaan Mataram yang masyarakatnya setia dengan raja..tolong bedakan antar pulau Jawa,suku Jawa, ibukota negara",1,0,0,2023-07-08T03:19:10Z,Secepatnya pindah ke Kalimantan karena Kalimantan lebih netral kami suku Jawa capek di fitnah orang yang tidak bisa membedakan mana pemerintah mana pulau Jawa dan mana suku Jawa kalau ngomongin soal pelanggaran HAM dari pemerintah dulu kami di Jawa paling banyak korban nyawa dan harta ngomongin penyumbang APBN terbesar kami di Jawa penghasil pajak terbesar ngomongin infrastruktur sejak jaman Belanda Jawa sudah ada infrastruktur dan asal tahu Jakarta itu memang di tanah Jawa tapi bukan daerah bersuku Jawa Jakarta dipilih menjadi ibukota karena memang sejak Belanda yang bernama Batavia karena Belanda memfokuskan militer ingin menguasai seluruh kekuatan di pulau Jawa dia tidak bisa mendirikan ibu kota di Jawa tengah karena akan diserang kerajaan Mataram yang masyarakatnya setia dengan raja tolong bedakan antar pulau Jawa suku Jawa ibukota negara
@littongabdulholil3432,"200ribu tenaga kerja,pakai tenaga kerja asing.presiden sendiri yang bicara",3,0,0,2023-07-07T17:10:45Z,ribu tenaga kerja pakai tenaga kerja asing presiden sendiri yang bicara
@A_5idiq,anak masa depan diminta komen... hahahaha,3,0,0,2023-07-07T12:58:46Z,anak masa depan diminta komen hahahaha
@bayusekak6077,Semoga proyek kalimantan selesai aku masihh hidup,1,0,0,2023-07-07T12:45:32Z,Semoga proyek kalimantan selesai aku masih hidup
@sendyymarta,Gua mau santai aja depan rumah ku ntar jadi rame .,3,0,1,2023-07-07T05:35:25Z,saya mau santai aja depan rumah saya ntar jadi rame
@ekasuryalestari5397,"Video ini sangat memantik nasionalisme kita, penuh semangat buat terus menjadi lebih baik, dan optimis buat Indonesia Emas 2045..<br><br>Saya membaca kolom komentar tiba-tiba menangis sendiri. Menangis membayangkan betapa bahagianya nanti Indonesia masa depan punya wajah baru yang lebih cemerlang, rumah yg nyaman untuk hidup, masyarakat yg toleransi dan sejahtera…🥹🥹🥹<br><br>Saya saat ini sedang menempuh pendidikan di Inggris, kangen dengan Indonesia. Setahun tinggal disini, tidak dipungkiri tinggal disini sangat nyaman. Masyarakat toleransi tinggi dan menjaga lingkungan, fasilitas umum memadai dll. <br>Setiap hari selalu membayangkan tinggal di Indonesia bisa seperti itu.. Semoga kelak kita bisa membuat Indonesia jadi negara yang lebih maju peradabannya🙏🏻<br><br>Terima kasih Tim Ngomu atas penjelasannya yang luar biasa!!",1,3,0,2023-07-06T19:36:21Z,Video ini sangat memantik nasionalisme kita penuh semangat buat terus menjadi lebih baik dan optimis buat Indonesia Emas Saya membaca kolom komentar tiba tiba menangis sendiri Menangis membayangkan betapa bahagianya nanti Indonesia masa depan punya wajah baru yang lebih cemerlang rumah yang nyaman untuk hidup masyarakat yang toleransi dan sejahtera Saya saat ini sedang menempuh pendidikan di Inggris kangen dengan Indonesia Setahun tinggal disini tidak dipungkiri tinggal disini sangat nyaman Masyarakat toleransi tinggi dan menjaga lingkungan fasilitas umum memadai dll Setiap hari selalu membayangkan tinggal di Indonesia bisa seperti itu Semoga kelak kita bisa membuat Indonesia jadi negara yang lebih maju peradabannya Terima kasih Tim Ngomu atas penjelasannya yang luar biasa
@hmdnorhmd7824,Pemikiran jokowi sdh tdk di ragukan lagi..,1,0,0,2023-07-06T16:59:56Z,Pemikiran jokowi sudah tidak di ragukan lagi
@navigo0735,Aku heran orang kok masih banyak yang nyinyir IKN… di ajak maju aja kok susah 😢,1,0,0,2023-07-06T16:29:14Z,saya heran orang kok masih banyak yang nyinyir IKN di ajak maju saja kok susah
@arifboedianto9496,Jabodetabek udah kebanyakan KADROEN &amp; Ormas2 yg kerjaannya sbg perusuh......<br>Segera pindahin aja ibukota berikut kawasan industri dr jabodetabek.......,1,0,0,2023-07-06T12:19:26Z,Jabodetabek sudah kebanyakan KADRuN dan Ormas yang kerjaannya sebagai perusuh Segera pindahin aja ibukota berikut kawasan industri dari jabodetabek
@JoySutrisno-f6w,2100 surabaya dan Makasar lebih besar dari Jakarta sekarang,3,0,0,2023-07-06T11:15:02Z,surabaya dan Makasar lebih besar dari Jakarta sekarang
@yanayani5342,Kasihan negaraku.,3,0,0,2023-07-06T09:53:24Z,Kasihan negaraku
@terrasamiddha7024,Hayok bayar pajak lebih banyak. <br>Supaya proyek IKN lancar jaya.,1,0,0,2023-07-06T00:26:57Z,Ayo bayar pajak lebih banyak Supaya proyek IKN lancar jaya
@jumadibattonggejumadi4020,Semoga kepindahan ikn ke Nusantara akan membawa  dampak perubahan besar yang baik dan akan membuat mata dunia tertuju ke Indonesia.,1,2,0,2023-07-05T16:16:23Z,Semoga kepindahan ikn ke Nusantara akan membawa  dampak perubahan besar yang baik dan akan membuat mata dunia tertuju ke Indonesia
@orgkampong,"Harus IKN pindah gak jauh dari Pulau jawa, ya harus nya ke Madura !",2,0,0,2023-07-05T14:56:26Z,Harus IKN pindah tidak jauh dari Pulau jawa ya harus nya ke Madura
@samuelherman3671,Soal keberhasilannya itu tergantung ke pemimpin berikutnya.,3,0,0,2023-07-05T11:22:03Z,Soal keberhasilannya itu tergantung ke pemimpin berikutnya
@mrallfreaksrian,"Buat viewers di masa depan. Dmnai zaman ini korupsi meraja lela, banyak program dan proyek yang mangkrak atau berjalan tapi tidak sesuai standard karena korupsi. Oligar berkuasa, elit menjadi aktor. Itulah mengapa bangsa kita mengalami stagnansi bahkan kemunduran. Banyak masyarakat yang pesimis, termasuk dengan proyek ini. Bukan pesimis tidak terbangunnya IKN, tapi pesimis dengan realisasinya yang berjalan sesuai dengan angan. Bagaimana di zaman kalian? Yang bisa mengomentari ini adalah kalian dari masa depan. Salam dari tahun 2023, tanggal 5 Juli (Masyarakat Indonesia).",3,0,0,2023-07-05T06:19:38Z,Buat viewers di masa depan Dimana zaman ini korupsi merajalela banyak program dan proyek yang mangkrak atau berjalan tapi tidak sesuai standard karena korupsi Oligarki berkuasa elit menjadi aktor Itulah mengapa bangsa kita mengalami stagnansi bahkan kemunduran Banyak masyarakat yang pesimis termasuk dengan proyek ini Bukan pesimis tidak terbangunnya IKN tapi pesimis dengan realisasinya yang berjalan sesuai dengan angan Bagaimana di zaman kalian Yang bisa mengomentari ini adalah kalian dari masa depan Salam dari tahun  tanggal  Juli Masyarakat Indonesia
@HanifRnd,Buat di korupsi masa buat apa 😅,2,0,0,2023-07-05T05:32:39Z,Buat di korupsi masa buat apa
@samZayofficial,"Gw setuju ada ibu kota baru tapi please jangan di Kalimantan karena paru-paru, terus juga please jangan pas zaman rezim sekarang, karena manajemen perencanaan apapun di rezim ini amburadul gak bisa mikir jangka panjang, buktinya perencanaan aja terburu-buru sama investor gak ada yang tertarik karena perencanaannya ketika melaksanakan nya gak jelas...",3,0,1,2023-07-05T03:44:56Z,saya  setuju ada ibu kota baru tapi tolong jangan di Kalimantan karena paruparu terus juga tolong jangan pas zaman rezim sekarang karena manajemen perencanaan apapun di rezim ini amburadul tidak bisa mikir jangka panjang buktinya perencanaan aja terburu buru sama investor tidak ada yang tertarik karena perencanaannya ketika melaksanakan nya tidak jelas
@madrofiarsait4768,Yg pertama pindahnya istana karna yg lama terlalu panas,3,0,0,2023-07-05T00:17:00Z,Yang pertama pindahnya istana karena yang lama terlalu panas
@sugiarto-dv9lu,"Belum Tahu atau SDH Tahu atau pura&quot; ga Tahu, adanya pindah ke IKN itu mengurangi beban yg ada di jakarta, dan Jawa, klau pindah itu tidak REPOT ,mudah dan nyaman, sekarang apakah kalian mau mati tenggelam nantinya,,,,???, Kan ga ribet bukan ,tinggal angkat kaki langsung masuk di IKN yg baru dan Hebat,",1,0,0,2023-07-04T22:45:42Z,Belum Tahu atau SuDaH Tahu atau pura ga Tahu adanya pindah ke IKN itu mengurangi beban yang ada di jakarta dan Jawa kalau pindah itu tidak REPOT mudah dan nyaman sekarang apakah kalian mau mati tenggelam nantinya Kan tdak ribet bukan tinggal angkat kaki langsung masuk di IKN yg baru dan Hebat
@Atimo97,"Dana untuk perpindahan ibukota Nusantara 466 Triliun, kalo sama Elon Musk langsung selesai tuh Dana nya, Kekayaan nya aja 3.000 Triliun🗿",3,0,0,2023-07-04T13:31:22Z,Dana untuk perpindahan ibukota Nusantara  Triliun kalau sama Elon Musk langsung selesai tuh Dana nya Kekayaan nya aja  Triliun
@jhaykhan,kami kalimantan sumber daya alam sangat banyak.,3,0,0,2023-07-04T13:11:55Z,kami kalimantan sumber daya alam sangat banyak
@Ajik-sc5wy,Asal ngga dikorupsiin aja,3,0,0,2023-07-04T12:12:10Z,Asal tidak dikorupsiin aja
@mochamadalex1319,Sangat tepat pemindahan ibu kota karna jakarta sangat padat,1,0,0,2023-07-04T07:41:02Z,Sangat tepat pemindahan ibu kota karena jakarta sangat padat
@HendroBayuWidiyarto,"PEMINDAHAN IBU KOTA KE KALIMANTAN TIMUR , MENGURANGI PENDUDUK DI KOTA DKI JKT . <br>KEDEPAN NYA LEBIH AMAN DAMAI . MENCIPTAKAN LAPANGAN MENGURANGI PENGANGGURAN . <br>PAK JOKOWI PRESIDEN R.I.1. ITS THE BEST 👍👍👍<br>MEMIKIRKAN RAKYAT TIDAK MEMIKIRKAN PARTAI . BANGSA DAN NEGARA LEBIH MAJU 👍👍👍",1,0,1,2023-07-04T07:06:02Z,PEMINDAHAN IBU KOTA KE KALIMANTAN TIMUR  MENGURANGI PENDUDUK DI KOTA DKI JaKartaT  KEDEPAN NYA LEBIH AMAN DAMAI  MENCIPTAKAN LAPANGAN MENGURANGI PENGANGGURAN  PAK JOKOWI PRESIDEN RI ITS THE BEST MEMIKIRKAN RAKYAT TIDAK MEMIKIRKAN PARTAI  BANGSA DAN NEGARA LEBIH MAJU
@yohanesradirusmansyah5412,"Kenapa tdk menguruk salah satu pulau digugusan Kepulauan Seribu (Utara Jakarta), misalnya Pulau Pari, jadi tdk meninggalkan Ibukota Jakarta dan tetap terintegrasi dan jauh lebih murah  dan efektif daripada memindahkannya ke Kalimantan ( tempat yg samasekali baru dan hutan), lambat dan sangat tdk efektif, maaf🙏",3,0,0,2023-07-04T04:30:04Z,Kenapa tidak menguruk salah satu pulau digugusan Kepulauan Seribu Utara Jakarta misalnya Pulau Pari jadi tidak meninggalkan Ibukota Jakarta dan tetap terintegrasi dan jauh lebih murah  dan efektif daripada memindahkannya ke Kalimantan  tempat yang samasekali baru dan hutan lambat dan sangat tidak efektif maaf
@kristianto7371,buat peluang untuk proyek korupsi besar-besaran juga bisa,2,0,0,2023-07-03T14:36:03Z,buat peluang untuk proyek korupsi besar besaran juga bisa
@zps4600,Jakarta mau tengelam,3,0,0,2023-07-03T10:51:10Z,Jakarta mau tengelam
@wahyuisa833,"Sejak era Soekarno pemindahan ibukota memang sudah menjadi wacana,Dan hanya jokowi yg baru bisa &amp; berani dengan begitu banyak konsekuensi&#39;nya.<br>Terutama dari mereka&quot; para pesimis pembenci jokowi.",1,0,0,2023-07-03T03:27:42Z,Sejak era Soekarno pemindahan ibukota memang sudah menjadi wacana Dan hanya jokowi yang baru bisa dan berani dengan begitu banyak konsekuensinyaTerutama dari mereka para pesimis pembenci jokowi
@blackcapuccino4211,Gimana ya seandainya Kalimantan mnjadi Negara...,3,0,0,2023-07-03T02:43:42Z,Gimana ya seandainya Kalimantan menjadi Negara
@Pey_senpai,Awasss nanti yang rusak kalimantan lagi😂,2,1,0,2023-07-02T23:31:29Z,Awas nanti yang rusak kalimantan lagi
@mancing09,Gua sih setuju&quot; aja kalo ibu kota nya pindah tapi apakah ngejamin orang&quot; yang di dalam nya akan bekerja dengan benar? Rekam digigal yang sudah&quot; yang di jakarta saja orang&quot; di dalam nya rapat saja masih ada yang tidur sayang&quot; aja gitu kalo di buat ibu kota baru yang bagus kalo di pake buat seperti itu,3,0,0,2023-07-02T21:12:32Z,saya sih setuju saja kalau ibu kota nya pindah tapi apakah ngejamin orang yang di dalam nya akan bekerja dengan benar Rekam digital yang sudah yang di jakarta saja orang di dalam nya rapat saja masih ada yang tidur sayang aja gitu kalau di buat ibu kota baru yang bagus kalau di pake buat seperti itu
@rasadsuryana6666,boleh di sewakan asal jngan sama org asing..aja,3,0,0,2023-07-02T12:05:24Z,boleh di sewakan asal jngan sama org asing saja
@youtuberbingung1293,Padahal duitnya aja gak punya....  Kayaknya tujhannya biar bisa ngutang lagi tuh...,2,0,0,2023-07-02T10:02:41Z,Padahal duitnya saja tidak punya  Kayaknya tujuannya biar bisa ngutang lagi tuh
@jhonsonabrahamjoel7474,Main deh unciv kalian tau sendiri gmna rasanya jadi pemerintah,3,0,0,2023-07-02T09:31:02Z,Main deh unciv kalian tau sendiri gmna rasanya jadi pemerintah
@IkaDamai-dn6vb,D ibukota Jakarta aja dari dulu.,3,0,0,2023-07-02T03:08:22Z,Di ibukota Jakarta aja dari dulu
@IkaDamai-dn6vb,Knpa harus pindah sih,3,0,0,2023-07-02T03:07:39Z,Kenapa harus pindah sih
@GARUDAJEPANG,Kalimantan next future Indonesia capital. Well done,1,0,0,2023-07-02T01:51:38Z,Kalimantan next future Indonesia capital Well done
@charlessxavier7830,"Pendapat saya pribadi:<br>1. Ini hanya &quot;lahan basah&quot; dimana banyak korupsi di dalamnya, terutama selama pembangunan dibuat.<br>2. Mengapa repot2 memindahkan Ibu kota padahal bisa saja memindahkan area lain seperti yang sudah dikatakan di video &quot;untuk perencanaan yang spesifik&quot;. Pemindahan area bisnis dan usaha misalnya, atau khusus untuk daerah2 pemukiman.<br>3. Jika melihat letak dan posisi IKN di Kalimantan, letaknya cukup rentan untuk diserang dan dikuasai. <br>4. Sepertinya ini ada hubungannya dengan Proyek MK-ULTRA.<br><br>Sekian.... 🙃🙃🙃🙃",2,1,1,2023-07-01T01:15:01Z,Pendapat saya pribadi Ini hanya lahan basah dimana banyak korupsi di dalamnya terutama selama pembangunan dibuat Mengapa repot memindahkan Ibu kota padahal bisa saja memindahkan area lain seperti yang sudah dikatakan di video untuk perencanaan yang spesifik Pemindahan area bisnis dan usaha misalnya atau khusus untuk daerah pemukiman Jika melihat letak dan posisi IKN di Kalimantan letaknya cukup rentan untuk diserang dan dikuasai  Sepertinya ini ada hubungannya dengan Proyek MK ULTRA Sekian
@ihwansetiawan297,"Itu baru rencana, tau sendiri lah pemerintahan kalau udah liat uang dari pengusaha main ijin aja",2,0,0,2023-06-30T16:53:16Z,Itu baru rencana tau sendiri lah pemerintahan kalau udah lihat uang dari pengusaha main ijin saja
@zainalgamers7126,Wei gue dah liat&quot; Kota kaltim,3,0,0,2023-06-30T13:40:18Z,Wei saya sudah liat Kota kaltim
@Muhamad_Al-Fatih-789,buat apa indonesia pindah ibu kota...ya buat bakar uang mau apa lagi memang....😂😂😂😂kalo mau pindah istana ya tinggal pindah aja ke bogor ke apa ke bandung....jadikan gak ke jauhan pemborosan choy.....,2,0,0,2023-06-30T13:26:30Z,buat apa indonesia pindah ibu kota ya buat bakar uang mau apa lagi memang kalau mau pindah istana ya tinggal pindah aja ke bogor ke apa ke bandung jadikan tidak kejauhan pemborosan 
@tukangwaras3659,Karena jakarta tangulnya...bikin merinding...makanya di pindah ibukotanya...,1,0,0,2023-06-30T12:00:59Z,Karena jakarta tanggul nya bikin merinding makanya di pindah ibukotanya
@ragilkurniawan6462,Noted,3,1,0,2023-06-30T11:45:42Z,Noted
@suwandiandi8872,Buat pemerataan Drun...!!?? 😊😊😊,3,0,0,2023-06-30T07:58:35Z,Buat pemerataan Drun
@farhan2567,Canggih banget!,1,0,0,2023-06-30T06:03:16Z,Canggih banget
@ansorialwi3447,Semoga di lanjutin &amp; ngak bermasalah,1,0,0,2023-06-30T04:33:28Z,Semoga di lanjutin dan tidak bermasalah
@imelgatel-uv7un,"sedangkan wilm*r bikin penggilingan besar, bagaimana petani kecil mau punya sendiri???",2,0,0,2023-06-30T00:42:23Z,sedangkan wilmar bikin penggilingan besar bagaimana petani kecil mau punya sendiri
@roky_kahfi6727,Semoga anak cucu saya bisa melihat kemajuan peradaban indonesia di masa mendatang🤲,1,9,0,2023-06-29T17:56:24Z,Semoga anak cucu saya bisa melihat kemajuan peradaban indonesia di masa mendatang
@fandiachmad2982,Kurang kerjaan buang2 duit,2,0,0,2023-06-29T14:51:08Z,Kurang kerjaan buang duit
@onotaryono5026,Alhamdulillah ternyata orang² pintar Indonesia sangat banyak. Mati kita ikut mendukung program pembangunan untuk kemaslahatan Bangsa Indonesia,1,7,0,2023-06-29T10:07:22Z,Alhamdulillah ternyata orang pintar Indonesia sangat banyak Mari kita ikut mendukung program pembangunan untuk kemaslahatan Bangsa Indonesia
@ibrahim-nv1ir,semua itu ya krna cins,2,0,0,2023-06-29T09:40:13Z,semua itu ya krna cina
@SharpAndroid-kq4yn,"Yah, ngga perlu lah malah bikin boros, keuangan negara, alternatif nya, Dengan uang yg sama untuk bangun ikn, bisa lebih mudah mengatur jakarta atau pindah ibu kota negara ngga perlu jauh² ke Kalimantan, atau dengan membenahi tata kelola pertanahan agar tidak bisa kelola segelintir orang, dll, jadi harga tanah tidak melambung tinggi, orang banyak dapat kesempatan yang sama untuk mengelola tanah, jadi bisa jadi pemasukan buat rakyat, rakyat makmur, pajak Lanjar di bayar, negara malah punya pemasukan lebih besar 😀",2,0,0,2023-06-29T09:15:42Z,Yah tidak perlu lah malah bikin boros keuangan negara alternatif nya Dengan uang yang sama untuk bangun ikn bisa lebih mudah mengatur jakarta atau pindah ibu kota negara tidak perlu jauh ke Kalimantan atau dengan membenahi tata kelola pertanahan agar tidak bisa kelola segelintir orang dll jadi harga tanah tidak melambung tinggi orang banyak dapat kesempatan yang sama untuk mengelola tanah jadi bisa jadi pemasukan buat rakyat rakyat makmur pajak Lanjar di bayar negara malah punya pemasukan lebih besar
@crowne2057,"Setelah wacana dari masa Soekarno, akhirnya terealisasi ga lama lagi. Nih yang masih nolak ibukota pindah mending sering2 liat video detail kaya gini, jangan nonton video pembodohan mulu",1,0,0,2023-06-29T08:49:01Z,Setelah wacana dari masa Soekarno akhirnya terealisasi tidak lama lagi Nih yang masih nolak ibukota pindah mending sering liat video detail kaya gini jangan nonton video pembodohan mulu
@nightizen,"kadang ada baiknya pembangunan sedikit telat dr negara lain, tp kita jd bisa belajar dr mereka mana pembangunan yang baik dan bisa di terapkan di Indonesia..<br><br>lho kalian masih tinggal di Jakarta?",3,0,0,2023-06-29T04:50:51Z,kadang ada baiknya pembangunan sedikit telat dari negara lain tapi kita jadi bisa belajar dari mereka mana pembangunan yang baik dan bisa di terapkan di Indonesia lho kalian masih tinggal di Jakarta
@alsabastya1653,"Yang pada bilang bilang korupsi, yuk mending kita sama sama kawal APB Desa (yang di desa) kita masing masing itu dana yang paling enak buat digelapkan karena pengawasan yang minim terutama dari masyarakatnya. Mari sama sama audit dan kawal penggunaan dana desa. Kita berantas korupsi dari bawah",3,0,0,2023-06-29T01:58:19Z,Yang pada bilang bilang korupsi yuk mending kita sama sama kawal APB Desa yang di desa kita masing masing itu dana yang paling enak buat digelapkan karena pengawasan yang minim terutama dari masyarakatnya Mari sama sama audit dan kawal penggunaan dana desa Kita berantas korupsi dari bawah
@imbuh5547,Ikn buat jkw se kluarga. Krn jkw ini orang apaaaa ?<br>Dn dia keturunan dari orang apaa ? .<br>Pantesan jkw slalu dendam membara kepada orang muslim . Ternyata jkw keturunan nya orang ituuuu ki,2,0,0,2023-06-28T17:50:22Z,Ikn buat jokowi sekeluarga Karena jokowi ini orang apa Dan dia keturunan dari orang apa Pantesan jokowi selalu dendam membara kepada orang muslim  Ternyata jokowi keturunan nya orang itu
@smsun1030,Buat apa?,2,0,0,2023-06-28T11:54:32Z,Buat apa
@UNITARIAN-sl5qw,"UNTUK MENGHINDARI DEMO MAHASISWA,.BIAR REZIM GA JATUH KAYAK SOEKARNO DAN SOEHARTO..",2,0,0,2023-06-28T06:34:21Z,UNTUK MENGHINDARI DEMO MAHASISWA BIAR REZIM GA JATUH KAYAK SOEKARNO DAN SOEHARTO
@khoironnasuha1083,Masyaallah...,1,0,0,2023-06-28T06:11:28Z,Masyaallah
@suhermanherman7328,Aq sih se7,1,0,0,2023-06-28T05:30:43Z,saya sih setuju   
@bagusdewata9637,Kalau menurut saya sbgai cara pandang orang bawah...daripada bangun ikn yg bnyak menguras anggaran negara dan menamhah hutang akan lebih besar..mending buat buka lapangan pekerjaan buat rakyat yg sekarang bnyak membutuhkan pekerjaan...,2,0,0,2023-06-27T22:32:02Z,Kalau menurut saya sebagai cara pandang orang bawah daripada bangun ikn yang banyak menguras anggaran negara dan menambah hutang akan lebih besar mending buat buka lapangan pekerjaan buat rakyat yang sekarang banyak membutuhkan pekerjaan
@radenhusen8981,Mangkrak yang ada😂😂😂,2,0,0,2023-06-27T19:03:35Z,Mangkrak yang ada
@GalihSajenar-fj6jw,"Karena adanya pangkalan militer AS di pulau natal,jadi selama ibu kota di Jakarta, RI menjadi sangat rawan jika terjadi konflik dengan australia<br>2.Adanya ramalan bahwa tahun 2037 Indonesia akan di invasi australia<br>Itulah faktor yang mempengaruhi pindahnya ibu kota menurut saya.",3,0,0,2023-06-27T15:17:39Z,Karena adanya pangkalan militer AS di pulau natal jadi selama ibu kota di Jakarta RI menjadi sangat rawan jika terjadi konflik dengan australia Adanya ramalan bahwa tahun  Indonesia akan di invasi australia Itulah faktor yang mempengaruhi pindahnya ibu kota menurut saya
@FransiskusxaveriusMulyad-mv4by,Jakarta ibukota negara Indonesia. Penajam ibukota negara nusantara,1,0,0,2023-06-27T14:27:39Z,Jakarta ibukota negara Indonesia Penajam ibukota negara nusantara
@ponselredmi8752,Hutan Dayak habis ditebang hasil hutan nya yang menikmati orang Jawa saja yg makmur sedang Dayak jadi budak ditanah nya sendiri TDK kebayang aku Jawa masuk ke Kalimantan trsnmigrasi dikasi uang dikasi rumah dikasi tanah sama Pemerinah langsung kasi sertifikat .sedang suku Dayak yg asli dari Kalimantan hrs tanahny digusur oleh org2 yg TDK bertgg jwb,2,0,0,2023-06-27T14:11:41Z,Hutan Dayak habis ditebang hasil hutan nya yang menikmati orang Jawa saja yang makmur sedang Dayak jadi budak di tanah nya sendiri TidaK kebayang aku Jawa masuk ke Kalimantan transmigrasi dikasih uang dikasih rumah dikasi tanah sama Pemerinah langsung kasi sertifikat sedang suku Dayak yang asli dari Kalimantan harus tanahnya digusur oleh orang yang TidaK bertanggung jawab
@supardisupardi1034,"Istana negara itu peninggal Belanda, Indonesia Sudah Merdeka<br>Kita harus punya istana karya anak bangsa sendiri<br>Ibu kota Negara sudah di Rencanakan Di Era  Bung KARNO, Tahun 2022 Ibu kota Negara Pindah ke Kali Mantan, 🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨",1,0,0,2023-06-27T13:06:55Z,Istana negara itu peninggal Belanda Indonesia Sudah Merdeka Kita harus punya istana karya anak bangsa sendiri Ibukota Negara sudah di Rencanakan Di Era  Bung KARNO Tahun  Ibukota Negara Pindah ke KaliMantan
@efendyh7774,"Buat menghindari semua masalah, banjir, polisi udara, tanah yg sering amblas, kepadatan penduduk dll .",1,0,0,2023-06-27T12:44:18Z,Buat menghindari semua masalah banjir polisi udara tanah yang sering amblas kepadatan penduduk dll
@ubaydillah3772,Warga Indonesia ke IKN dan warga china dijakrta nhotu aja report,2,0,0,2023-06-27T12:30:08Z,Warga Indonesia ke IKN dan warga china di jakarta begitu saja repot
@jendianuspurba5506,Jangan salah pilih RI 1 untuk 2024 - 2029 agar Pemindahan dan Pembangunan IKN secara berkelanjutan Sukses.,1,0,0,2023-06-27T01:57:33Z,Jangan salah pilih RI  untuk    agar Pemindahan dan Pembangunan IKN secara berkelanjutan Sukses
@ferrymulano305,PR kita sebagai rakyar adalah memilih wakil kita agar pembangunan bisa terus berkelanjutan menuju Indonesia maju.,1,0,0,2023-06-27T01:51:08Z,tugas kita sebagai rakyat adalah memilih wakil kita agar pembangunan bisa terus berkelanjutan menuju Indonesia maju
@firmanwidi1736,Nabung supaya bisa nikah di gedung DPR MPR ehh maksud nya bekas kandang tikus,2,0,1,2023-06-26T23:10:28Z,Nabung supaya bisa nikah di gedung DPR MPR eh maksud nya bekas kandang tikus
@ritodjaelani3053,"Terimakasih bapak presiden ir H Joko widodo Sangat luar biasa ibu kota negara NKRI Indonesia secepatnya lebih bagus pindah ke Kalimantan Nusantara indonesia untuk kemajuan pembangunan meratah seluruh Nusantara indonesia kalau tidak cepat cepatnya suatu saat nanti bisa saja suku orang Kalimantan dipengaruhi pemikiran pro ganda untuk pisah dari indonesia dari pengaruh pengaruh negara,negara barat dan Amerika serikat lalu bisa saja di kuasai seluruh kalimantan oleh uni Eropa ,Amerika dan sekutunya,jayalah NKRI Indonesia nusantara urrra 👍🇲🇨",1,0,0,2023-06-26T23:01:51Z,Terimakasih bapak presiden ir H Joko widodo Sangat luar biasa ibu kota negara NKRI Indonesia secepatnya lebih bagus pindah ke Kalimantan Nusantara indonesia untuk kemajuan pembangunan merata seluruh Nusantara indonesia kalau tidak cepat cepatnya suatu saat nanti bisa saja suku orang Kalimantan dipengaruhi pemikiran propaganda untuk pisah dari indonesia dari pengaruh pengaruh negara negara barat dan Amerika serikat lalu bisa saja di kuasai seluruh kalimantan oleh uni Eropa Amerika dan sekutunya jayalah NKRI Indonesia nusantara urrra
@aangzs927,IKN negara yang sedang di bangun bukan ibu kota mungkin sebutan yang tepat negara pedrasi kalimantan akan memiliki mata uang sendiri karna luas wilayah cukup intuk jadi sebuah negara baru,3,0,0,2023-06-26T18:05:26Z,IKN negara yang sedang di bangun bukan ibu kota mungkin sebutan yang tepat negara federasi kalimantan akan memiliki mata uang sendiri karna luas wilayah cukup untuk jadi sebuah negara baru
@masal3610,"Salam untuk generasi muda masa depan, masa ibu kota negara baru telah selesai dibangun.",1,0,0,2023-06-26T15:45:41Z,Salam untuk generasi muda masa depan masa ibu kota negara baru telah selesai dibangun
@a.tdiana8517,"Kenapa ga anggota DPR dlu yg di pindahin ke sana buat uji coba,? DPR kan wakil rakyat jadi itung itung rakyat yg menikmati duluan.",2,0,0,2023-06-26T13:53:23Z,Kenapa ga anggota DPR dlu yg di pindahin ke sana buat uji coba DPR kan wakil rakyat jadi itung itung rakyat yg menikmati duluan
