author,comment,publishedAt,likeCount,replyCount
@riyantonolatu2479,"Cuma minta satu hal aja si. Wajibin para buruh, dan tenaga kerja di level terbawah dapat UMK.",2023-05-21T17:32:07Z,0,0
@user-yx2ke7bx3c,"Sangat setujuh.biar gak ada kadrun yg mabuk agama dan fitna yg menyudutkan org lain.demo, dan nasi bungkus lenyak...harapan kadrun yg otaknya kerdil tinggal mimpi.ini kalimantan bro.... alumni dan radikal lainya gak berani.alnya ada pasukan merah yg membentengi IKN.NKRI HARGA MATI ..",2023-05-21T07:35:36Z,0,0
@herutanjung9291,Hai aku yang ada di masa depan..<br>Sekarang udah jadi apa ?,2023-05-21T04:48:28Z,0,0
@dennyhrd09,"perlu sih pindah, tp utk saat ini belum saatnya, dan terlalu dipaksakan agar cepat terlaksana seperti ada sesuatu yg disembunyikan",2023-05-20T15:28:27Z,0,0
@paryonobandolion-ey8cr,Disini sawah jadi gedung2 pabrik...tar beras import,2023-05-20T04:22:48Z,0,0
@husnihidayat2568,Udah biasa negara orang juga banyak pindah ibu kota,2023-05-19T10:23:30Z,0,0
@Purgatory77,"Paling Juga Jadi nya Bangunan Bangunan yang akan jadi Akan Sangatttt Lamaaa, Walaupun Dana Banyak atau Bisa dibilang Cukup paling terulur ulur Pembangunan nya karena adanya???<br>KORUPS, Itu salah satunya 😅 Kalian juga pasti kebayang.",2023-05-19T05:55:58Z,1,0
@sumponosumpono5460,Berapa kali dijawab tentang pemindahan ibukota sudah jelas dan masuk akal tapibagimereka lawan politik.dan tidak suka kepemimpinan jokowi ya selalu cari celah yb miring denan otak ygmiring untuk menyerang pemerintah dan pemerintah juga mesti mengambil sikap biar anjing2 itu menggonggong kapilah pastii jalan terus.,2023-05-19T04:04:25Z,0,0
@satriamulya5622,Ibukota Nusantara..ambisi siapa...gk bakalan terwujud ..mangkrak..pasti..karena asal2an  tidak direncanakan dg baik,2023-05-18T23:32:41Z,0,0
@michuwils,Semoga IKN bener2 kota terencana kita butuh para perencana tata kota jenius,2023-05-18T15:05:30Z,0,0
@xmen8534,Si Luna pasti di Bayar oleh pejabat korup yg mendisain Ibu Kota Baru untuk ngomongin Nusantara biar klihatan bersih dr Korupsi padahal IKB itu korupsi persekongkolan terbesar di Negri ini bahkan Jokowi ikut ikutan.,2023-05-18T09:07:49Z,0,0
@dedikurniawan59,Yang tidak tahu mengenai IKN wajib nonton video Channel ini,2023-05-18T07:13:01Z,0,0
@hobiku4946,Kadrun Mana Pahamm.. <br>    Emosi yg ada kLo lihat video kek ginii..,2023-05-18T03:57:33Z,0,0
@maksiti8895,Terasa baru dan segar ibu kota pindah bagi pejabat2 yg memikirkan Negara bisa vokus tanpa udara yg sudah abu2 seperti udara kota yg lama.,2023-05-17T21:40:06Z,0,0
@umarsyah9884,Indonesia menuju ksana arah maju.ap lg industri di kelola sendiri.tuh bisa buat indonesia arah nya udh bener slm borneo.,2023-05-17T11:43:03Z,0,0
@RafiPratendy,Pengen beli lahan disana :),2023-05-17T07:58:29Z,0,0
@aan_2183,Kami warga kalimantan timur menyambut baik atas terpilihnya menjadi IKN untuk kemajuan negara kita ke depan.<br>Walau sya sampai hri ini belum pernah sampai ke lokasi IKN karna cukup jauh kisaran 300 km di tempuh 10-12 jm dari rumah sya.,2023-05-17T04:24:24Z,4,0
@حسنه-س1ك,"Ad jg dri utang, terus di dtg kn oligarki,",2023-05-16T14:20:37Z,0,0
@rexifamrexo6556,"Biar  kadrun gak punya panggung. Klu bearani orasi di kalimsnan hadapi tuh suku dayak klu berani, jgn lari",2023-05-15T23:24:36Z,0,0
@fitrimario-de4hb,Kalo masih dijakarta terus. Masih banyak urbanisasi yg mo ke jakarta...tar masyarakat jakarta kalah saing marah lagii.....,2023-05-15T18:23:37Z,0,0
@ansyoririduanharunsomad9991,Resiko tidak menjadi Ibkota yg baik apabila Presiden nya 2024 bukan pengganti yg di tujui oleh Jokowi karena jika Capres 2024 dari mantan Gubernur yg jelas jelas menghanguskan rencana gubernur yg mengganti kannya th 2018-2023 bukti semua perencanaa  dhl gagal,2023-05-15T03:17:41Z,0,0
@ahmadbarizky,Mikirin ibu kota..mikirin tuh yg korup.. pejabat pejabat yg korupsi...,2023-05-14T13:26:46Z,0,0
@ahmadbarizky,Liat nnti ajj hutan pada gak ada n Kalimantan juga bakalan padat...liat dampak sekarang&quot; hutan Kalimantan gundul,2023-05-14T13:21:50Z,0,0
@bambanghardjowijono9131,"Orang2 yg tidak setuju ,mungkin ingin korupsi Uañg utk mengatasi banjir Tampa berkesudahan.BIG2 MONEY.",2023-05-14T07:48:21Z,0,0
@Vergildantes15,"Channel ini sukses mengkemas penjelasan IKN ini dalam satu video, harus nya pemerintah bekerja sama dengan channel2 spt ngomongin uang ini, supaya masyarakat yg masih belum paham apa urgensi pemindahan ibukota menjadi paham",2023-05-14T07:45:08Z,1,0
@Vergildantes15,"Menurut saya utk itu lah mengapa pak jokowi mengkawal ganjar utk menang di pilpres nanti, karena hanya ganjar yg menurut pak jokowi bisa melanjutkan cita2 nya mewujudkan IKN sampai benar tuntas<br>Kebayang ga kalo nanti yg terpilih presiden berikut nya adalah anies, dan ternyata beliau selama ini tidak setuju dengan pembangunan IKN, dan kemudian dia tidak akan mensupport lagi pembangunan IKN atau bahkan di stop sama dia<br><br>Utk mewujudkan IKN ini butuh pemimpin yg ambisius spt pak Jokowi, demi Indonesia yg maju",2023-05-14T07:40:09Z,0,0
@Vergildantes15,Jadikan jakarta sbg kota pusat bisnis aja,2023-05-14T07:35:36Z,0,0
@trimojoyo,Semoga rakyat indonesia bisa bertambah makmur sejahtera,2023-05-14T01:08:57Z,5,0
@barunahartanto9595,"Saya tinggal di Kalimantan Barat perbatasan malaysia, merasa sekarang sangat bangga dgn Indonesia, walau skrang kami masih belanja makan dan minum dari Malaysia. Anda mau ke malaysia hanya 10 menit.",2023-05-13T21:43:27Z,0,0
@ayhep_fariel4354,Karena jawa bali punya cina,2023-05-13T04:43:15Z,0,0
@pumbarik825,Saya dari tahun 2025 mengucapkan selamat,2023-05-13T03:44:36Z,0,0
@achmadmustafa7331,"Kalau gue sih nggak masalah ibu kota mau pindah kemana, yg penting korupsinya dibrantas dulu😂",2023-05-13T02:53:24Z,0,0
@edifier107,Semua poin bahas pro dan sepertinya tidak ada sisi minusnya. Wah berarti rencana yang sempurna sekali hebat. Sangat obyektif. Apakah video ini disponsori oleh pemerintah?,2023-05-13T00:22:57Z,0,0
@gunawanfawwaz6336,"Penjelasannya enak banget dan ga ribet, nemu chanel ini langsung subscribe",2023-05-12T14:05:47Z,0,0
@nyomansukarya4229,Tergantung persidennya yg terpilih nanti,2023-05-12T10:56:32Z,0,0
@AK93kjkj,Pohon2 di sektiran ikn 100% pasti hbs di tebang nanti sktr 10-15 thn stlah ikn selesai...apalgi dengan bnyaknya org membangun rumah di sktran luar daerah ikn...,2023-05-12T09:48:38Z,0,0
@AK93kjkj,Semoga aja ga mangkrak dan menghabiskan uang..dan semoga hutan kami di kalimantan tetap terjaga ...yang saya takutkan cuman 1 hutan  !! Kalau hutan udh gundul fix bakalan banjir di kalimntan ini krna curah hujan tinggi bnget,2023-05-12T09:46:10Z,1,0
@loveNKRI623,Ini perlu ditonton si Mardigu... Anis baswedan dan rizal ramli... Dkk...,2023-05-12T09:34:40Z,0,0
@didyliu3079,1000 tahun lagi baru bisa semegah dan sekuat Jakarta..<br><br>Kayu yang ditebang itu lari ke kantong siapa?,2023-05-12T05:57:53Z,0,0
@maulanakamal7786,"Ketika kesempatan bertindak itu ada, kenapa tdk dilakukan. Itulah presiden Jokowi.",2023-05-12T05:25:46Z,1,0
@zakariazein9585,Negara kelebihan Duit saja mikir 1000x utk buat IKN baru. Jarang² lo ada negara yg berbuat begitu. Hebat Indonesia ku mengabaikan berbagai Konsekwensi di masa depan.,2023-05-12T04:26:16Z,0,0
@firdausazwir9421,Pertanyaannya : mungkinkah proyek yg jauh lebih kecil aja GAGAL...???,2023-05-11T22:51:08Z,0,0
@bellaoppo8287,Presiden kita pak jokowi itu orang jenius bukan kayak presiden kayak yang lalu taunya ngabisin uang rakyat aja koropsi aja taunya makanya kalau cari presiden harus lebih dari pak jokowi jangan pemimpin goblok,2023-05-11T03:48:56Z,0,0
@tukangsiomay1689,Semoga Tuhan ngasi panjang umur supaya bisa melihat IKN secara sempurna 🤲,2023-05-11T01:45:56Z,1,0
@muhammadandryannoor8463,standar waktu nasional nanti mungkin bukan WIB based lagi,2023-05-10T20:15:57Z,0,0
@muhammadandryannoor8463,"sampai jumpa di masa depan, 2024. Kita balik lagi untuk komen di sini. 😃. Insyaallah",2023-05-10T20:12:57Z,0,0
@vangreen7325,Yg mindahin siapa sih😂  mau koment takut nganu...,2023-05-10T13:51:23Z,0,0
@drajid,setuju aja sih.. tp tidak untuk sekarang.. soalnya ya perekonomian indonesia masih amburadul banget.. apalagi koruptor masih merajalela.. anggaran ikn sedikit banyak pasti jd ladang korupsi..,2023-05-10T13:42:13Z,0,0
@ytPrem12-k4x,"Satu²nya daerah di Indonesia yg melestarikan alam dgn sangat hebat, cuma ada di Timika, distrik kuala kencana",2023-05-10T13:33:12Z,0,0
@widikaspa4022,Semogah tidak ada tangan2 kotor yg bermain di lahan basah kek gini,2023-05-10T12:37:58Z,0,0
@Gandrinkofficial1,Keren,2023-05-10T04:32:37Z,0,0
@atiotio4329,Suatu rencana yg sangat jauh kedepan dengan teknologi modern... Yg di kuatirkan Pemerintahan selanjutnya tdk akan melanjutkan program IKN ini... Sehingga akan menjadi proyek mubajir.,2023-05-09T17:31:16Z,0,0
@mikhoallvirgo4049,Tinggal nunngu hewan² di sana punah karena keramaian,2023-05-09T14:26:31Z,0,0
@centralhape9280,Kalo GK dipindah ke Kalimantan ibu kota   negara Indonesia  kalo Jawa dilanda perang saudara bisa lepas dan luas wilayah nya,2023-05-09T14:03:07Z,0,0
@lapalendamarinus3526,Supaya sudrun berpikir-pikir u.pergi demo ke sana🙏,2023-05-09T07:32:58Z,0,0
@Kosimkontenkreator,Mudah2an ada umur buat melihat indonesia yg lebih maju,2023-05-09T06:42:40Z,0,0
@yudinabas4265,"Ikn kalaupun jadi, nantinya jadi kota mati, karna ada yg mau invest disana",2023-05-09T06:10:55Z,0,0
@IWANiswandiLBC,JKT sudah berat,2023-05-09T01:31:57Z,0,0
@alamku2528,"Sebagian besar pns di jakarta tidak setuju rencana ini, apalagi yg sdh menikah, potensi perselingkuhan semakin meningkat..",2023-05-09T01:21:54Z,0,0
@iqbalarifin8312,"Wah, transportasi udara Indonesia pasti akan semakin berkembang nih 😃",2023-05-09T00:21:37Z,1,0
@hafizulismail3422,"Saya cadangkan bapak menteri president utk membina jambatan dari jakarta ke nusantara, jambatan paling panjang dan termoderen di dunia🎉",2023-05-08T21:54:14Z,0,0
@djamiranmiran9773,Pindah ibukota ya pemerataan satu hal lagi supaya kalimantsn gk rusak total haren mulai th 1970 hutan di babat habis setelah hutan gundul buminya di gali di ambil batubaranya sampai sekarang bisa banyak danau nanti stop gali batubara,2023-05-08T16:47:57Z,0,0
@yosaphatbayu9841,"Luar biasa ngomongin uang, riset dan penjelasannya ngalahin chanel sebelah",2023-05-08T06:33:47Z,0,0
@kevinhananto3884,Kenapa sih namanya gak Kota Sepaku aja,2023-05-08T05:27:03Z,0,0
@agussatria7138,"yang paling diharapkan itu sektor ekonomi, lu liat aja perbandingan harga beberapa barang antara di Jawa dan diluar Jawa, apalagi wilayah paling timur di Indonesia beuh... pabrik pada dibangun dijawa, biaya distribusi ke luar pulau tinggi mungkin itu dulu menurut gw yang harus dibenahi",2023-05-07T21:28:36Z,0,0
@MuhammadRasyidDwi,Nyimak ya,2023-05-07T16:40:27Z,0,0
@anna-cb3ne,Bismillah.<br>Moga2 anak cucu saya bisa negasain indonesia maju,2023-05-07T04:23:14Z,0,0
@alvejohn5715,Pintar sangat ea presiden Indonesia. Respect,2023-05-06T05:19:13Z,0,0
@Rest_24,Saya berdoa Kepada para pihak² terkait dengan pembangunan ikn. TUHAN YESUS MEMBERIKAN KESEHATAN SELALU BUAT SEMUANYA. Jangan mati dulu sebelum jadi😢,2023-05-06T04:52:56Z,1,0
@pokerjitu,susah tiap periode ganti presiden ganti kebijakan perlu 40 tahun kalau serius,2023-05-06T03:38:20Z,0,0
@ariswidyarahman874,"Kalimantan mungkin tak akan sehijau sebelumnya, yaa itulah harga dan pengorbanan 🐿 untuk perkembangan RI supaya indonesia sentris 🇮🇩",2023-05-05T17:08:10Z,0,1
@rosebp3337,Harusnya Saranjana,2023-05-05T12:36:44Z,0,0
@surosounit280,Hore ibukota pindah...,2023-05-05T12:04:20Z,0,0
@babyface_assassin,Buat pencitraan dan gaya2an mukidi,2023-05-05T10:09:38Z,0,0
@leongeblek,Kenapa nda dipapua saja biar merata,2023-05-05T09:31:39Z,0,0
@yurimathias7299,Smoga presiden selanjutnya bs melanjutkan tongkat estafet pembangunan IKN dg baik dan smua rencana ter realisasi 🙏🙏,2023-05-05T02:00:34Z,0,0
@leqqishogun2505,paling mangkrak.krna tiap presiden slalu mninggalkan proyek mangkrak.cuma buat ngeluarin anggaran negara d ambil untungnya kya pencucian uang gitu,2023-05-04T23:43:23Z,0,0
@kingazzertm67,Emang betul hebat para elit  politik kita  tapi gimana  wong  sifat  moral nya  gitu2  aja  o  Allah    sapa sing bisa jujur  nak  sing nyekel  isone  mung  munpuk LAN numpuk hutang   saranku Ojo dadi kurcaci2  malam,2023-05-04T13:04:10Z,0,0
@santiseptiani3969,"Bgtu kayanya Indonesia...<br>Msh py lahan kosong n luas dgn kekayaan alam yg luar biasa byk macamnya, jd qt gk kesulitan u pindah ibu kota... Semoga smwnya lancar n menjadi lbh baik bwt Jakartanya, gk padat n gk banjir lg .. 🙏",2023-05-04T10:14:26Z,3,0
@kentonakamura3873,"Sampai sekarang pembangunan IKN  sudah 25 persen ,, sekarang tahun 2023  bulan Mei",2023-05-04T03:42:28Z,0,0
@kentonakamura3873,"Dengan berpindah nya ibukota ke Kalimantan ,, semoga pembangunan bisa merata ,,",2023-05-04T03:35:33Z,0,0
@nazaruddinmuhammad3251,Kalau yg keberatan paling orang yg suka demo demo ke istana cari Nasik bungkus.. kalau ibu kota baru demo-demo orang Dayak imbang nya,2023-05-04T02:39:16Z,0,0
@AbabilLangit,"Pernah bertanya scr kritis, knp kalimantan? Tanah siapa yg digunakan? Apa ada sejarah penting disana sbgmn Batavia yg menjd Jakarta.",2023-05-03T13:34:31Z,0,0
@EkoBudi77,Gokil jokowi Tol Jawa berguna bgt dan ini IKN gw yakin bakalan berimpact bgt buat negara kedepannya 👍,2023-05-03T07:32:45Z,0,0
@zainulfahmi6241,"<b>Ibu Kota Kazakhstan yg baru yakni Nur Sultan,,patut dijadikan contoh keberhasilan pemindahan ibu kota dgn konsep dan tata kota yg sangat bagus &amp; rapi.</b>",2023-05-03T06:48:48Z,1,2
@satriaterlarang9370,Tata kota atau tata kata 😂😂😂,2023-05-03T03:59:21Z,0,0
@Indonesia_galeri,"Apapun alesannya alam buatan tuhan dan manusia itu beda, secara logika sekecil apapun pembangunan tetap aja merusak sekian persen keselamatan bumi.<br>Mungkin di awal hanya yg dibangun untuk ibu kota, lambat laun akan menyebar, dan ujung ujungnya pelan pelan hutan kalimantan hilang hingga buat bumi semakin terancam mendekati hari akhir.<br><br>Hari akhir semakin cepat karena ulah manusia itu sendiri",2023-05-03T02:12:05Z,0,0
@baytrisstudio6132,"Buat biar ad proyek baru, lumayan jadi ladang korupsi. Dan biasanya di indonesia itu klo proyek besar kebanyakan mangkrak, mungkin krna saking besar korupsinya",2023-05-03T01:42:43Z,0,0
@boviiqbalmaulana5182,"Kenapa ngga ambil ilmu dari pengolahan negara Belanda, <br>Daratan lebih rendah dari lautan",2023-05-02T23:47:48Z,0,0
@galangkavalera3629,jakarta sdh mau tenggelam terlalu banyak sampah dan jumlah uang beredar yang 75% sdh waktunya di ratakan,2023-05-02T20:49:20Z,1,0
@junaidi7332,Ini bukan tentang Kalimantan namun ini lebih kepada tatanan baru negara Indonesia jika pengen maju maka ibukota nya pun harus jauh dari segala aspek bencana alam seperti banjir gempa longsor serta bencana alam lainnya.. Kalimantan bukan daerah rawan bencana semoga rencana cepat terlaksana..👍🙏,2023-05-02T20:47:21Z,1,0
@sutarnosutarno7174,mulai dari Presiden Sukarno sampek Presiden jokowi yang bisa membuktikan cuma Presiden Jokowi karena presiden yang lain masih cari2 pulus kalo jokowi mulus dan suku2 lain di luar jawa biar tidak iri mana di Kaltim posisinya ada di tengah ke timur barat utara selatan  mendekati sempurna kalo yang pada setuju itu ngiri saja apa lagi lijalamli yah ngomong doang hanya seorang jokowi yang bisa mewujutkan tanpa ada pamrihnya bravo Pak Jokowi,2023-05-02T10:56:08Z,1,0
@bagasaji8547,"Buat menambah pemanasan global lah, buat apalagi 😂😂",2023-05-02T10:42:20Z,0,0
@luminewife2743,"Konsep dan rancangan bagus,tapi realisasi itu yang dipertanyakan,semoga koruptor se-Indonesia mati mendadak sakit jantung atau yg lainnya.",2023-05-02T05:12:09Z,0,0
@afriancekidot5460,"Klo gaji sesuai mah gpp, tp apa org2nya pada mao?? W aja dengerin org2 bapenas ngomong pd mikir mao pindah ke kalimantan 😂😂",2023-05-02T03:54:02Z,0,0
@NikkoHoshi-no2co,"Kalo liat komentar yg setuju mayoritas generasi muda ya, sedangkan yg nolak kebalikannya",2023-05-02T03:39:21Z,0,0
@rezapahlevi7162,"Selama mafia ga dihukum mati, mau proyek dengan alasan mulia kayak apapun ga akan pernah beres.",2023-05-02T02:05:04Z,0,0
@MrDSF-eh9cu,"Ayo migrasi ke kalimantan yang adu nasib, jakarta tak terima manusia baru, oknum korupsinya nga mau di ganti hahahahahahahahahahahahahahaa",2023-05-02T01:11:50Z,0,0
@putraklawing3817,Tempatnya di tengah tengah Indonesia dan setengah jam lebih dulu dari singapura dan malaysia.,2023-05-02T00:45:25Z,0,0
@juriadifirahman7595,GK PPA pindah ibu kota<br>Biar ada kemakmuran keseluruhan wilayah Indonesia..<br>Habis itu tolong pindah ibu kota ke Sumatra...<br>Biar setiap pulau memiliki kota2 maju dan biar bisa jadi pusat ekonomi dan menjamin kemakmuran seluruh rakyat Indonesia..,2023-05-01T17:07:08Z,0,0
@alifiskandar1541,"KERENN iKN.. semoga gw masih hidup ngeliat iKN tumbuh jadi ibukota Negara iNdonesia yang membanggakan, aamiin 🤲",2023-05-01T13:37:41Z,7,1
@hikmayadi555,"Hadeuh, biar koruptor gampang kabur k luar negri, wkwkwk",2023-05-01T04:25:54Z,0,0
@ApriDEWA,Lengkap dan mudah dipahami 😊,2023-05-01T03:41:47Z,0,0
@suud-ke5ek,Untuk buang uang.,2023-04-30T22:06:00Z,0,0
@pomisaragih7765,"Harusnya fokus kepada kesejahteraan rakyat saja,, <br><br>Dan negatif dari rencana itu juga harus dinarasikan dong<br>Bukan positif nya saja... <br>Bagus untuk tampilan gambar tapi buruk sesuai fakta lapangan.",2023-04-30T19:57:22Z,0,0
@rikmannurdin7403,Semoga nggak ada yang korupsi dana/anggaran pembangunan IKN,2023-04-30T11:00:04Z,0,0
@lsmpphk3894,Indonesia maju terus makmur sejahtera dan tetap jaya,2023-04-30T03:47:10Z,0,0
@lsmpphk3894,kalau boleh usul nama ibu kota indonesia itu adalah Kertanegara sesuai dengan bedirinya sejarah kerajaan lokal kalimantan yaitu Kertanegara. Agar jiwanya bisa menyatu,2023-04-30T03:43:47Z,1,0
@michelmirino1819,Kayaknya perencanaan terlalu banyak menghayal ya 🤧🤣 kita lihat aja apakah 24 sesuai dengan hayalan atau nggak 😁,2023-04-30T01:30:36Z,0,0
@owen6754,Terimakasih sudah bahas ini kak..<br>Kenapa ya pembahasan sepenting dan bermanfaatn ini kurang ramai?,2023-04-29T09:55:54Z,1,0
@agusdian2642,Di pindah .... Kan jakarta entar lagi tenggelam...,2023-04-29T07:15:48Z,0,0
@iiekasuwanti5176,Saya setuju pusat pemerintahan indonesia di pindahkan ke kalimantan. Semoga ini keputusan yg tepat yg di ambil pemerintah. Dan semoga tidak ada koruptor yg memanfaatkan mega proyek ini. Dan semoga tidak berdampak buruk pada pulau kalimantan itu sendiri. Semoga kalimantan tetap menjadi negeri yg hijau.,2023-04-29T05:55:15Z,0,0
@cxvin1863,"Klo dilihat dari peta, ibu kota nusantara itu kek washington dc, jadinya jakarta kek newyork",2023-04-29T04:12:20Z,0,0
@naufalmusic8508,Kuncinya Dana nya jagann di buat korupsi😢,2023-04-29T04:05:15Z,0,0
@fajarwijayanto311,"Mohon pencerahannya min(ngomu), bagaimana mengatasi  pemanasan global secara tepat",2023-04-28T10:04:32Z,0,0
@chamemsu,Gak mungkin tanpa ada korupsi pembangunan IKN 😂😂😂,2023-04-28T06:44:37Z,0,0
@dedemaulana8720,mobil listriknya drmana ??<br>dari cina ygy,2023-04-28T03:30:01Z,0,0
@mbahmarijan789,"<a href=""https://www.youtube.com/watch?v=9q7ns-RecAo&amp;t=288"">4:48</a> alasan yang begitu  t0l*L",2023-04-28T02:35:33Z,1,0
@fikarmail,yg jelas untung itu yg dapat proyek bikin gedung2. kalau mau pemerataan bukan bikin gedung pemerintahan. buat rakyat sekitarnya dpaat apa? nguli apa ngepel? buat sekolah2 bagus seperti di pusat kota besar di pedalaman. bukan buat istana negara.,2023-04-27T02:48:32Z,0,0
@videoshot62,Semoga proyeknya sukses dan jadi negara berkembang menjadi lebih maju lagi amin,2023-04-26T13:51:25Z,1,0
@warior7207,Berharap ada gedung iconik futuristik di IKN,2023-04-26T11:12:31Z,1,0
@matematikamudah4584,"Mudah mudahan diberikan umur panjang,  dan diberikan kesempatan bekerja di IKN",2023-04-26T10:49:03Z,0,0
@hutadilufik7939,Kenapa campur aduk??? Krn ntar yg ngelamar jadi calo cuma sedikit,2023-04-25T15:14:09Z,0,0
@mulyadi5236,Ngomongin ikn wong mangan itu kalau sak sendok sak sendok enak di perut coba jang di pindah mestinya jang ngurusin  pemeritahan dulu tapi kalau  rakus jo rasakno sindiri,2023-04-25T00:27:43Z,0,1
@cindysiskasari7841,Nanti kita cerita tentang rancangan ini,2023-04-23T14:33:16Z,0,0
@ronaldodamanik1691,"Baguslah pindah,gw setuju ibu kota pindah",2023-04-23T11:31:09Z,0,0
@gerald.e1293,"Makasih team Ngomongin Uang 😊 , Informasi² yang disampaikan cukup lengkap dan bisa sampai dengan mudah ke saya , saya akan pake video ini sbg source materi untuk lomba debat doain ya semoga menang",2023-04-23T07:26:30Z,0,0
@yusupyasin9219,Semuga kita sehat selalu dan dapat pergi ke ikn Aamiin,2023-04-23T04:09:50Z,0,0
@jonbudi,ok,2023-04-23T02:26:39Z,1,0
@tikabrancid7340,"Intinya dari kita bahwa Indonesia satu, agama semua sama. Saling menghormati menghargai.... Jadilah Indonesia bersih dari kadrun2 perusak indoensia....",2023-04-23T02:23:07Z,3,1
@bastiancalendra7251,"Saya tim yang mengerjakan kantor presiden (bangunan burung garuda), saat ini sudah tahap pelaksanaan konstruksi per april ini progres sudah 7% doakan ya temen&quot; semua agar senuanya lancar sesuai target",2023-04-23T02:12:59Z,225,31
@mariaambon7917,"Knpa ibu kota hrs pindah,agar g akn ad lg demo berjilid2,warga kalimantan sangat toleran,g akn ad lg ormas2 yg g jls..mksih pak jokowi..sht sllu pak n GBU..",2023-04-22T15:11:23Z,1,0
@rinohermawan14,perlu puluhan tahun.. untuk IKN menjadi sebesar jakarta...<br><br>Dana investor yg sangat besar.. jangan sampai jadi lahan subur bagi peluang korupsi...<br><br>Saya rasa tanpa pindah fisik ibukota ke IKN pun pemerataan pembangunan masih dapat dilakukan..<br><br>Sudah terlanjur utang investor.. smoga saja tidak mangkrak setelah ganti presiden..<br><br><br>ASN sudah siap tinggal sehari hari di kota yg baru ? mau pindah tidak mereka? atau masih ingin tetap stay di jkt karena merasa nyaman dan semua tersedia.,2023-04-22T14:08:40Z,0,0
@azrifatahillah6664,Berapa banyak hutan yang dirusakk dalam proses pembangunan?,2023-04-22T11:47:01Z,0,0
@thewilutama,Modal motor listrik buka usaha kurir daerah khusus IKN,2023-04-21T14:39:06Z,0,0
@johannestambunan5823,Sebagai warga jakarta gw setuju bangettttt,2023-04-21T14:32:46Z,0,0
@rianalfiansyah1026,Jakarta suda tidak bs dipertahankan lagi<br>Masa ibu kota banjir mulu,2023-04-21T10:38:05Z,1,0
@Busga-j2k,"<a href=""https://www.youtube.com/watch?v=yztD26Z7FzY"">https://youtu.be/yztD26Z7FzY</a>",2023-04-20T17:36:36Z,0,0
@irwanawaludin6190,"Sesungguhny aku mncintai Nabi Muhammad, melebihi cintaku pd ibu kandungku yg sdh melahirkanku. Itulah alsnku setiap Hari u bnyk2 membaca Shalawat Fatih pd beliau. Sbg bukti bhwa aku mncintai beliau. Aku jg sngt yakin bhwa Shalawat Fatih yg stiap hri aku baca akn mmbuatku menang d akhirat, dlm aarti slh Stu mnfaatny= ( mmpermudah hisabku), ktk mnusia2 lain msh dihisab, aku bs tnang2 &amp; CPT diloloskn, dn msh bnyk keistimewaan lain. Irwan",2023-04-20T09:25:39Z,0,0
@peoxchannel4106,Apakah nanti UMR jkt turun?,2023-04-18T14:04:22Z,0,0
@sudisubekti-we9on,Kalo jaket.tanahnya non organik(lahan basah) Kalimantan bumi mineral(organik).,2023-04-18T06:51:25Z,0,0
@tarilestari2270,Ibukota pindh ke IKN...krna ibukota Jakarta rawan bencana ..bntr LG juga ada gempa gempa dn sunami mengintai...laut nya ngamuk,2023-04-18T06:45:08Z,0,1
@fafaharowy1218,"lama2 anak cucu Indonesia kehilangan sejarah, mafi adab sm Bung Karno",2023-04-18T02:40:28Z,0,0
@ulgaming677,"Konsep yang bagus untuk sebuah ibu kota, tapi kalau sdm nya masih rendah tau kan gimana jadinya",2023-04-17T23:32:31Z,0,0
@nasirinahmad147,🤣🤣,2023-04-17T13:25:46Z,0,0
@hadibudiana9245,Sdh jlas lbih baik  dikalimantan  kok  tanya  lgi....jakarta  sembrawut,2023-04-17T12:55:40Z,0,0
@terlucutv9197,Klo tdk di mulai sekarang kpn lgi beruntung kita punya presiden yang berpikir jauh kedepan n berani mengeksekusi...smg IKN bs di wujud kn secepatnya 👍,2023-04-17T08:55:50Z,0,0
@ifanjuliantino5348,"Butuh 100 tahun untuk mindahin ibu kota, jakarta sebenernya sudah cocok dan aman untuk ibu kota negara",2023-04-16T21:24:29Z,0,0
@dublyn9235,"andai covid ga ada,dana covid sblumnya sdh bisa membantu pembangunan IKN.",2023-04-16T07:26:05Z,1,0
@ramacengbima8383,"Menangkan presiden dari pak jokowi,,salam petani",2023-04-16T06:36:27Z,0,0
@umarbakri4676,Agar hutang ke cina tambah banyak dan akhirnya endonesa jadi milik cina...,2023-04-16T03:35:51Z,1,4
@luluskuy,"Aku juga mendukung min, biar penduduk juga tersebar merata. Aku juga ada keinginan sih pindah ke pulau lain sebelum adanya rencana IKN ini. Jadi pas ada berita ini jujur bahagia 👍🏼.",2023-04-16T01:05:49Z,0,0
@VardiLiwee,"<a href=""https://www.youtube.com/watch?v=9q7ns-RecAo&amp;t=289"">04:49</a>  nah itu batu baranya masih ada jadi keruk dulu... Giliran sdh hancur karena bekas gilian tambang batu bara baru jadi minat... Pk jokowi kalau berkunjung ke kaltim jln&quot; yh ke muara jawa lewat jalan sanga&quot; atau samboja... Biar merasakan naik mobil tapi berasa naik kapal 😂",2023-04-15T20:26:57Z,1,0
@acengbatagor7029,PROYEK BOS...,2023-04-15T04:19:27Z,0,0
@aminahazahra613,Ibu kota baru.membuat indonesia benar benar merdeka.ibu kota baru.cara kerja baru.bukan dgn ibu kota peninggalan penjajah dgn istana belanda yg lama.dn cara kerja yg masih sperti dulu.,2023-04-14T12:18:21Z,1,0
